epoch,dice_loss,acc,iou
10,0.6465667163285355,67.83986409505208,0.24855886927261547
20,0.6484920026550933,62.34642664591471,0.24661788326173362
30,0.6783058565775678,68.12275568644206,0.2337183272279354
40,0.6714887776087333,67.01516469319661,0.23972511483077313
50,0.6868803805345994,67.34961827596028,0.22931436986795006
60,0.653628021493157,68.5775883992513,0.25670760138556875
70,0.6347798364127629,63.73756408691406,0.26582713153113213
80,0.6710793878289364,68.89846165974934,0.24554705733482282
90,0.6354832787719963,63.69408925374349,0.2606277146358838
100,0.6699301153128105,66.8460210164388,0.24765147100198648
110,0.6497877528383974,64.87115859985352,0.2614863376790508
120,0.6112111283049924,61.14362080891927,0.2924122756632389
130,0.7122174186512066,65.67781448364258,0.19749026555387686
140,0.6649599039414689,66.3804562886556,0.250873060035892
150,0.625392694863854,62.62579600016276,0.28269204603356335
160,0.6004230547118082,60.755577087402344,0.30239112226358705
170,0.7100168253397336,71.93155288696289,0.21074995627613596
180,0.7249713224855036,69.36083475748698,0.20536788016309204
190,0.7193470485329724,69.69753901163737,0.21090907454736998
200,0.7005736717997393,66.90464655558269,0.21974054806347304
210,0.6490826995271637,65.54477055867513,0.26412203913306675
220,0.7124281989143225,66.46102905273438,0.20887945054472698
230,0.6807598575050258,68.06342442830403,0.23860407818115129
240,0.6639946294125604,65.75543721516927,0.2505447222388653
250,0.6586620042891705,67.24070866902669,0.2591938730093516
260,0.632333446464904,64.80242411295573,0.27974537482856726
270,0.6879390419732311,69.37477747599284,0.23125838550873493
280,0.7031101986692995,68.01904678344727,0.2168537683477054
290,0.6861278952565881,69.1536013285319,0.23630575976862125
300,0.6852907280094392,69.3561617533366,0.2335826685939611
