epoch,dice_loss,acc,iou
10,0.6827045895254493,71.74303385416667,0.22315418680948576
20,0.7281283639842759,71.37682291666667,0.18734045540602245
30,0.7942740388857322,68.93525390625,0.12886378647635624
40,0.7040087211309404,71.05958658854166,0.2140420934164948
50,0.6649242171411693,69.88277994791666,0.24672434968848744
60,0.6315513365657554,67.71608072916666,0.27534943387200767
70,0.6426388442171868,61.31912434895833,0.25940279949525
80,0.6775258943203489,68.03544921875,0.23663258363971454
90,0.590957661064034,44.568359375,0.3121322584813724
100,0.6737284261482009,65.298876953125,0.23430705910349914
110,0.6260247940276946,64.3869140625,0.276193465536751
120,0.6884682887526915,67.53631184895833,0.22690005652879125
130,0.7008538817106015,69.90997721354167,0.22156698388240773
140,0.6087566759824765,61.66940104166667,0.29144443056108416
150,0.6998465912909595,68.76057942708333,0.2225830288762083
160,0.6958000521771285,68.37091471354167,0.22224900830900235
170,0.655381654237069,67.51853841145834,0.2536100493890196
180,0.7526686491491156,69.621142578125,0.176634868620106
190,0.6900122769289297,65.35174153645833,0.2248589633846813
200,0.6579572865986916,66.11853841145833,0.25111195540399345
210,0.7666096742377398,70.294677734375,0.15444353677115377
220,0.7208060194476071,67.708984375,0.2027452666228986
230,0.7227207616384781,66.32405598958333,0.19677426963720152
240,0.6906918596073321,65.47195638020834,0.22508322478028556
250,0.6770534429671392,68.73238932291666,0.23773070060917442
260,0.635914327240284,64.70174153645833,0.26686900897331933
270,0.6431662027218314,67.038134765625,0.26478052154941634
280,0.6549389019954063,65.24495442708333,0.25472002135969707
290,0.6591061302879874,68.174462890625,0.25327615297457196
300,0.6987891033800009,67.591552734375,0.22212170097311512
