epoch,dice_loss,acc,iou
10,0.4388048027893043,76.70130208333333,0.4128490269243582
20,0.5556105986163743,57.54091796875,0.2975960299446456
30,0.4437096233132346,73.8064453125,0.4112348226246373
40,0.39732568187118805,77.80323893229166,0.46744974146186086
50,0.6408269541189674,62.856770833333336,0.2404719456247385
60,0.6078604612662288,65.33839518229166,0.2812711999588815
70,0.4728786622354852,71.05771484375,0.385033518709792
80,0.39943036064837273,76.11222330729167,0.48141772479728967
90,0.491207321658149,70.44811197916667,0.3702646651124809
100,0.4223571396882413,76.18816731770833,0.4554844607459925
110,0.46370255344024736,74.09593098958334,0.41145826457901363
120,0.4415618378052965,74.12556966145833,0.43573755868662345
130,0.4560024986571204,73.11124674479167,0.42137814997075684
140,0.5163071203472442,69.494580078125,0.36413977969204603
150,0.40458601273342715,75.19583333333334,0.4763113332192625
160,0.38124295316070256,75.771435546875,0.5068119579175616
170,0.48701854997656546,72.90641276041667,0.39773141225768327
180,0.43608491617749184,73.81123046875,0.44778471569036393
190,0.4539741438882876,72.11321614583333,0.4277233889567525
200,0.4580583102384014,72.34256184895834,0.4258530165608299
210,0.42014638231890633,72.63670247395834,0.46575085977268976
220,0.5215219266632288,67.764501953125,0.33512760600258024
230,0.3465265847366393,80.29508463541667,0.5412413735939722
240,0.44536776305345677,74.249560546875,0.43691651900129536
250,0.3742068834832744,76.91936848958333,0.5097262862839861
260,0.39581845274015326,77.098583984375,0.4945231819667512
270,0.46279062699360857,72.50475260416667,0.424537149017471
280,0.3940790081572014,76.00514322916666,0.49422364015862563
290,0.5096189789611064,70.80802408854167,0.37822559791953986
300,0.34063216605958674,77.853759765625,0.5463184514102605
